"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-09","1983","09","17.2","","10.2","","13.7","","21.7","","5.1","","91.4","","0.0","","91.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-10","1983","10","13.1","","7.5","","10.3","","19.0","","4.8","","117.4","","0.0","","117.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-11","1983","11","9.9","","6.2","","8.1","","15.4","","-1.7","","420.4","","0.0","","420.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1983-12","1983","12","4.1","","-0.4","","1.9","","9.2","","-9.8","","104.6","","6.8","","111.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-01","1984","01","7.0","","3.1","","5.1","","11.9","","-2.8","","302.4","","6.4","","308.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-02","1984","02","8.8","","4.4","","6.6","","12.5","","-0.1","","228.3","","4.4","","232.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-03","1984","03","11.1","","5.5","","8.3","","15.2","","1.6","","169.7","","0.0","","169.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-04","1984","04","12.4","","5.8","","9.1","","16.9","","2.2","S","163.0","","0.0","","163.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-05","1984","05","14.9","","8.1","","11.5","","24.7","","5.5","","125.9","","0.0","","125.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-06","1984","06","18.3","","11.7","","15.0","","25.6","","9.2","S","94.8","","0.0","","94.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-07","1984","07","22.3","","13.3","","17.8","","28.1","","10.5","","3.8","","0.0","","3.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-08","1984","08","21.7","","13.9","","17.8","","27.2","","11.1","","25.5","","0.0","","25.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-09","1984","09","17.8","","10.3","","14.1","","23.2","","6.4","","69.9","","0.0","","69.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-10","1984","10","12.0","","6.8","","9.4","","18.5","","-3.2","","196.4","","0.2","","196.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-11","1984","11","8.7","","4.5","","6.6","","12.1","","0.0","","295.6","","0.0","","295.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1984-12","1984","12","3.7","","0.0","","1.9","","9.4","","-5.9","","204.3","","26.5","","230.8","","7","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-01","1985","01","5.2","","1.1","","3.2","","8.6","","-5.9","","26.5","","3.6","","30.1","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-02","1985","02","6.4","","1.9","","4.2","","9.8","","-3.1","","90.4","","11.2","","101.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-03","1985","03","9.1","","2.9","","6.0","","14.1","","-0.1","","102.3","E","0.5","E","102.8","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-04","1985","04","11.8","","5.7","","8.8","","16.9","","2.9","","107.4","","0.0","","107.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-05","1985","05","16.6","","9.1","","12.9","","25.2","","4.2","","55.2","","0.0","","55.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-06","1985","06","19.5","","11.5","","15.5","","26.0","","7.9","","39.3","","0.0","","39.3","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-07","1985","07","25.1","","14.7","","19.9","","29.4","","9.7","","7.8","","0.0","","7.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-08","1985","08","22.0","","13.1","","17.6","","27.2","","10.1","","23.5","","0.0","","23.5","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-09","1985","09","17.0","","10.2","","13.6","","21.5","S","6.6","","98.0","","0.0","","98.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-10","1985","10","12.5","","7.6","","10.1","","16.5","","2.1","","330.1","","0.0","","330.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-11","1985","11","3.3","","-0.9","","1.2","","11.7","","-9.9","","97.0","","11.4","","108.4","","3","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1985-12","1985","12","4.5","","1.0","","2.8","","8.6","S","-7.6","","81.8","","12.2","","94.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-01","1986","01","9.0","","4.7","","6.9","","13.4","","0.1","","233.7","","0.0","T","233.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-02","1986","02","7.3","","1.8","","4.6","","15.1","","-6.7","","149.0","","16.0","","165.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-03","1986","03","11.3","","5.7","","8.5","","18.1","","1.3","","154.1","","0.0","","154.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-04","1986","04","11.2","","5.9","","8.6","","18.9","","2.4","","140.9","","0.0","","140.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-05","1986","05","16.1","","8.9","","12.5","","23.2","","5.1","","131.7","","0.0","","131.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-06","1986","06","19.6","","12.2","","15.9","","27.4","","10.2","","57.0","","0.0","","57.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-07","1986","07","19.9","","12.8","","16.4","","24.9","","8.2","","62.2","","0.0","","62.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-08","1986","08","23.3","","14.4","","18.9","","28.2","","10.9","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-09","1986","09","18.4","","11.7","","15.1","","26.9","","7.5","","135.8","","0.0","","135.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-10","1986","10","14.6","","8.5","","11.6","","17.1","S","5.7","","53.7","","0.0","","53.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-11","1986","11","8.7","","4.9","","6.8","","12.6","S","0.0","","268.7","","0.4","","269.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1986-12","1986","12","7.9","","3.7","","5.8","","12.6","","-0.8","","272.7","","0.0","T","272.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-01","1987","01","7.0","","3.2","","5.1","","12.1","","-1.7","","229.3","","0.6","","229.9","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-02","1987","02","9.5","","4.6","","7.1","","13.7","","-0.6","","76.8","","0.0","T","76.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-03","1987","03","11.3","","5.4","","8.4","","15.0","S","1.8","","175.6","","0.0","","175.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-04","1987","04","14.3","","7.3","","10.8","","23.4","","3.2","","106.4","","0.0","","106.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-05","1987","05","17.1","","9.4","","13.3","","23.4","S","6.4","","105.1","","0.0","","105.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-06","1987","06","20.3","","12.1","","16.2","","28.2","","9.0","","21.8","","0.0","","21.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-07","1987","07","21.2","","14.0","","17.6","","26.4","","11.3","S","60.7","","0.0","","60.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-08","1987","08","22.3","","13.3","","17.8","","27.5","","10.1","","15.2","","0.0","","15.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-09","1987","09","20.0","","11.9","","16.0","","28.0","","8.3","","28.1","","0.0","","28.1","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-10","1987","10","15.3","","8.1","","11.7","","21.9","","4.9","","32.6","","0.0","","32.6","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-11","1987","11","10.6","","6.7","","8.7","","14.5","","0.0","","195.0","","0.0","","195.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1987-12","1987","12","6.5","","2.8","","4.7","","12.8","","-1.6","","145.6","E","10.6","E","156.2","E","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-01","1988","01","6.6","E","2.7","E","4.7","E","12.6","","-3.0","E","110.5","","0.2","","110.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-02","1988","02","7.9","","3.2","E","5.6","E","12.7","","-5.5","","131.4","","8.6","","140.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-03","1988","03","10.0","","4.7","","7.4","","14.5","","1.0","","184.7","","0.0","T","184.7","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-04","1988","04","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-05","1988","05","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-06","1988","06","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-07","1988","07","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-08","1988","08","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-09","1988","09","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-10","1988","10","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-11","1988","11","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1988-12","1988","12","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-01","1989","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-02","1989","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-03","1989","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-04","1989","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-05","1989","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-06","1989","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-07","1989","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-08","1989","08","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-09","1989","09","19.8","","11.1","","15.5","","25.6","","8.0","","0.0","","0.0","","13.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-10","1989","10","13.2","","8.2","","10.7","","17.9","","2.1","","0.0","","0.0","","174.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-11","1989","11","9.2","","5.2","","7.2","","13.7","","2.0","S","0.0","","0.0","","284.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1989-12","1989","12","7.2","","4.0","","5.6","","12.5","","0.3","","0.0","","0.0","","138.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-01","1990","01","6.8","","2.6","","4.7","","10.9","","-0.8","S","0.0","","0.0","","318.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-02","1990","02","5.8","","0.5","","3.2","","11.3","","-6.1","","","M","","M","174.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-03","1990","03","10.4","","3.6","","7.0","","14.3","","-0.1","","","M","","M","106.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-04","1990","04","14.0","","7.1","","10.6","","19.7","","3.9","","","M","","M","100.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-05","1990","05","16.0","","9.5","","12.8","","24.6","","7.1","","","M","","M","85.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-06","1990","06","18.3","","11.9","","15.1","","25.8","","8.4","","","M","0.0","","119.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-07","1990","07","23.0","","14.5","","18.8","","28.9","","12.0","","0.0","","0.0","","17.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-08","1990","08","23.5","","14.8","","19.2","","31.2","","10.4","","","M","","M","38.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-09","1990","09","20.1","","12.1","","16.1","","25.1","","7.9","","0.0","","0.0","","29.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-10","1990","10","13.1","","6.9","","10.0","","17.1","","3.1","","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-11","1990","11","9.6","","4.3","","7.0","","13.7","","0.6","","","M","","M","346.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1990-12","1990","12","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-01","1991","01","6.6","I","0.7","I","3.7","I","10.0","I","-2.5","I","0.0","I","0.0","I","114.2","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-02","1991","02","10.0","E","4.6","","7.3","E","13.5","","1.4","","192.2","","0.0","","192.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-03","1991","03","8.9","","2.7","","5.8","","16.3","","-0.7","S","126.8","","0.0","","126.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-04","1991","04","14.1","E","4.9","","9.5","E","20.3","E","0.7","","124.8","I","0.0","I","152.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-05","1991","05","15.5","","9.3","","12.4","","20.7","","6.9","","0.0","I","0.0","I","78.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-06","1991","06","17.5","","10.9","","14.3","","24.3","","7.2","","0.0","I","0.0","I","81.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-07","1991","07","21.9","","13.7","","17.8","","29.4","","11.8","","0.0","I","0.0","I","41.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-08","1991","08","21.5","","14.5","","18.0","","26.2","","10.9","","0.0","I","0.0","I","240.2","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-09","1991","09","19.5","","10.9","","15.2","","24.0","","8.9","","0.2","I","0.0","I","13.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-10","1991","10","15.0","","6.0","","10.6","","21.7","","-0.6","","","","","","26.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-11","1991","11","11.6","","5.3","E","8.4","E","16.1","","0.9","E","","","","","310.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1991-12","1991","12","9.9","","4.1","","7.1","","13.2","","-0.5","","","","","","170.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-01","1992","01","10.6","","4.3","E","7.5","E","15.4","","-1.3","E","","","","","389.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-02","1992","02","11.8","","4.6","","8.2","","16.4","","2.1","","","","","","116.0","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-03","1992","03","14.3","","5.3","E","9.8","E","18.2","","1.5","E","","","","","31.0","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-04","1992","04","15.6","E","7.3","E","11.5","E","23.7","E","2.6","E","","","","","145.4","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-05","1992","05","19.3","","10.9","","15.1","","25.9","","6.0","","","","","","29.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-06","1992","06","22.4","","14.7","","18.6","","29.3","","11.2","","","","","","126.0","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-07","1992","07","23.1","","15.9","","19.5","","29.9","","13.9","","","","","","40.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-08","1992","08","22.7","","15.1","","18.9","","27.5","","12.4","","","","","","23.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-09","1992","09","18.6","","11.6","","15.1","","23.2","","7.2","","","","","","80.4","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-10","1992","10","14.8","","10.0","","12.5","","23.4","","3.6","","","","","","161.0","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-11","1992","11","10.0","","6.0","","8.0","","12.6","","0.4","","","","","","255.6","","","M","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1992-12","1992","12","6.1","","1.7","","3.9","","9.7","","-5.0","","","","","","83.6","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-01","1993","01","4.6","","0.0","","2.3","","11.6","","-6.5","","","","","","147.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-02","1993","02","8.2","","2.2","","5.2","","12.9","","-2.8","","","","","","12.2","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-03","1993","03","11.7","","5.9","","8.8","","16.0","","2.8","","","","","","143.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-04","1993","04","13.2","E","8.4","","10.8","E","20.6","","6.3","","","","","","146.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-05","1993","05","19.5","","11.9","","15.7","","26.5","","8.1","","","","","","85.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-06","1993","06","20.1","","13.7","","16.9","","24.5","","10.6","","","","","","47.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-07","1993","07","20.6","","14.5","","17.5","","23.5","","12.5","","","","","","66.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-08","1993","08","22.3","","14.9","","18.6","","31.4","","10.3","","","","","","12.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-09","1993","09","20.6","","12.1","","16.4","","26.8","","8.3","S","","","","","5.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-10","1993","10","15.6","","10.0","","12.9","","21.9","","6.7","","","","","","72.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-11","1993","11","8.6","","4.0","","6.3","","13.6","","-5.0","","","","","","117.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1993-12","1993","12","8.2","","4.1","","6.2","","13.6","","0.5","","","","","","230.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-01","1994","01","9.4","","6.2","","7.8","","12.6","","1.2","","","","","","148.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-02","1994","02","7.0","","3.1","","5.1","","12.1","","-2.3","","","","","","139.6","I","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-03","1994","03","11.8","","5.4","","8.6","","18.9","","0.0","","","","","","126.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-04","1994","04","14.9","","9.0","","12.0","","20.6","","4.7","","","","","","72.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-05","1994","05","18.8","","11.2","","15.0","","23.8","","7.0","","","","","","38.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-06","1994","06","19.5","","12.8","","16.2","","25.3","","9.1","","","","","","63.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-07","1994","07","24.0","","15.5","","19.8","","30.9","","10.8","","","","","","58.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-08","1994","08","23.5","","15.8","","19.7","","27.6","","13.0","","","","","","23.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-09","1994","09","20.2","","13.4","","16.8","","24.1","","10.5","","","","","","75.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-10","1994","10","14.3","","9.0","","11.7","","20.8","","6.4","","","","","","120.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-11","1994","11","8.4","","4.1","","6.3","","12.3","","0.2","","","","","","228.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1994-12","1994","12","7.7","","3.9","","5.8","","12.1","","-4.1","","","","","","242.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-01","1995","01","8.3","","3.9","","6.1","","14.4","","-2.1","","","","","","186.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-02","1995","02","9.1","","4.3","","6.7","","13.1","","-2.4","","","","","","163.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-03","1995","03","11.3","","5.1","","8.2","","19.1","","0.1","","","","","","125.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-04","1995","04","14.1","","7.2","","10.6","","20.0","","3.5","","","","","","63.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-05","1995","05","19.3","","11.0","","15.1","","24.6","","7.3","","","","","","30.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-06","1995","06","21.4","","13.6","","17.6","","29.4","","11.3","","","","","","30.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-07","1995","07","22.7","","15.6","","19.2","","28.8","","12.8","","","","","","64.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-08","1995","08","20.5","","14.1","","17.3","","26.5","","11.3","S","","","","","66.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-09","1995","09","21.3","","13.8","","17.6","","25.0","","11.1","","","","","","22.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-10","1995","10","13.6","","9.0","","11.3","","16.6","","1.7","","","","","","182.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-11","1995","11","11.3","","7.0","","9.1","","16.0","","1.2","","","","","","320.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1995-12","1995","12","7.9","","4.2","","6.1","","12.4","","-4.0","","","","","","273.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-01","1996","01","6.3","","2.2","","4.3","","12.6","","-8.4","","","","","","216.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-02","1996","02","8.7","","2.9","","5.8","","14.7","","-3.6","","","","","","126.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-03","1996","03","10.9","","4.9","","7.9","","15.8","","-0.4","","","","","","87.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-04","1996","04","13.4","","8.4","","10.9","","19.9","","3.9","","","","","","207.0","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-05","1996","05","15.5","","9.3","","12.5","","19.8","","5.2","","","","","","110.4","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-06","1996","06","19.8","","12.9","","16.4","","23.5","","10.8","S","","","","","37.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-07","1996","07","","","","","","","","","","","","","","","","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-08","1996","08","22.7","","14.8","","18.8","","27.7","","11.7","","","","","","28.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-09","1996","09","17.6","","11.7","","14.7","","22.1","","7.4","","","","","","84.6","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-10","1996","10","13.3","","8.3","","10.8","","20.6","","2.6","","","","","","304.2","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-11","1996","11","8.2","","4.6","","6.4","","14.8","","-2.5","","","","","","229.4","E","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1996-12","1996","12","5.0","","1.4","","3.2","","9.6","S","-7.4","","","","","","220.8","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-01","1997","01","6.8","","3.2","","5.0","","12.6","","-6.2","","","","","","314.0","","","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-02","1997","02","8.7","E","3.4","E","6.1","E","12.9","E","-0.7","E","","","","","124.8","","0","","","","",""
"-123.12","49.30","VANCOUVER HARBOUR CS","1108446","1997-03","1997","03","9.5","","4.1","","6.8","","16.5","","-0.8","","","","","","290.0","","","","","","",""
